date,open,high,low,close,volume,vwap,symbol,dema,tema,williams,rsi,ratingScore,minus_10_price,minus_5_price,minus_4_price,minus_3_price,minus_2_price,target
2019-07-28,97.1,97.54,96.23,97.15,98542000.0,96.97,AMZN,99.50097383593668,98.75450529547341,-83.45323741007192,55.979919857360294,4.0,98.89,99.72,100.04,98.69,97.15,93.34
2019-07-29,96.5,96.61,94.53,95.62,89864000.0,95.59,AMZN,98.62886570214937,97.58074420679459,-84.98622589531676,48.34770194898947,4.0,98.23,100.04,98.69,97.15,97.15,92.77
2019-07-30,94.56,95.49,94.17,94.93,58218000.0,94.87,AMZN,97.74859131362203,96.46440717583167,-90.02624671916004,45.34514257480062,4.0,98.23,98.69,97.15,97.15,97.15,91.16
2019-07-31,94.91,94.98,92.47,93.34,89414000.0,93.6,AMZN,96.64156581621931,95.08839745463841,-90.16949152542367,39.289925821410165,4.0,98.23,97.15,97.15,97.15,95.62,91.16
2019-08-01,93.59,94.9,92.2,92.77,94266000.0,93.29,AMZN,95.6095054947707,93.8848255154311,-93.75000000000007,37.36368307440557,4.0,99.28,97.15,97.15,95.62,94.93,91.16
2019-08-02,92.25,92.32,90.4,91.16,99124000.0,91.29,AMZN,94.38312231119782,92.45865002094386,-93.04029304029312,32.51475252143892,4.0,99.72,97.15,95.62,94.93,93.34,88.26
2019-08-03,92.25,92.32,90.4,91.16,99124000.0,91.29,AMZN,94.38312231119782,92.45865002094386,-93.04029304029312,32.51475252143892,4.0,100.04,95.62,94.93,93.34,92.77,89.39
2019-08-04,92.25,92.32,90.4,91.16,99124000.0,91.29,AMZN,94.38312231119782,92.45865002094386,-93.04029304029312,32.51475252143892,4.0,98.69,94.93,93.34,92.77,91.16,89.67
2019-08-05,88.51,89.43,87.44,88.26,121164000.0,88.38,AMZN,92.68289454555958,90.4252992879315,-93.76899696048626,25.975633553766954,4.0,97.15,93.34,92.77,91.16,91.16,91.64
2019-08-06,89.61,89.69,87.67,89.39,101406000.0,88.92,AMZN,91.60844978744801,89.35607392584397,-84.56057007125888,31.73655699519057,4.0,97.15,92.77,91.16,91.16,91.16,90.38
2019-08-07,88.7,89.95,87.85,89.67,90538000.0,89.16,AMZN,90.83167217291178,88.72472346980003,-82.34362628661913,33.12536778693139,4.0,97.15,91.16,91.16,91.16,88.26,90.38
2019-08-08,90.3,91.71,89.91,91.64,74024000.0,91.09,AMZN,90.71788503714168,89.01481148949259,-66.74584323040376,42.057319276591436,4.0,95.62,91.16,91.16,88.26,89.39,90.38
2019-08-09,91.45,91.55,90.11,90.38,57596000.0,90.68,AMZN,90.33521141005853,88.86518614742151,-76.72209026128267,38.51413231191757,4.0,94.93,91.16,88.26,89.39,89.67,89.25
2019-08-10,91.45,91.55,90.11,90.38,57596000.0,90.68,AMZN,90.33521141005853,88.86518614742151,-76.72209026128267,38.51413231191757,4.0,93.34,88.26,89.39,89.67,91.64,91.22
2019-08-11,91.45,91.55,90.11,90.38,57596000.0,90.68,AMZN,90.33521141005853,88.86518614742151,-76.72209026128267,38.51413231191757,4.0,92.77,89.39,89.67,91.64,90.38,88.15
2019-08-12,89.8,90.05,88.85,89.25,58110000.0,89.38,AMZN,89.76733279398171,88.42433319383204,-85.66904196357876,35.61617279974898,4.0,91.16,89.67,91.64,90.38,90.38,88.81
2019-08-13,89.15,91.59,89.0,91.22,79880000.0,90.6,AMZN,89.82190693934653,88.8443863606373,-70.04754358161648,43.585721032259165,4.0,91.16,91.64,90.38,90.38,90.38,89.63
2019-08-14,89.65,89.78,87.86,88.15,97872000.0,88.6,AMZN,89.12366428516552,88.1466578789288,-92.97029702970289,36.08875351728176,4.0,91.16,90.38,90.38,90.38,89.25,89.63
2019-08-15,89.1,89.4,88.1,88.81,75182000.0,88.77,AMZN,88.74616354873329,87.90793619016368,-85.05997818974913,38.536405090757846,4.0,88.26,90.38,90.38,89.25,91.22,89.63
2019-08-16,89.64,90.15,89.23,89.63,60360000.0,89.67,AMZN,88.66784231028004,88.06966629148229,-72.79503105590064,41.532407244057346,4.0,89.39,90.38,89.25,91.22,88.15,90.81
2019-08-17,89.64,90.15,89.23,89.63,60360000.0,89.67,AMZN,88.66784231028004,88.06966629148229,-72.79503105590064,41.532407244057346,4.0,89.67,89.25,91.22,88.15,88.81,90.07
2019-08-18,89.64,90.15,89.23,89.63,60360000.0,89.67,AMZN,88.66784231028004,88.06966629148229,-72.79503105590064,41.532407244057346,4.0,91.64,91.22,88.15,88.81,89.63,91.18
2019-08-19,90.9,91.3,90.63,90.81,56326000.0,90.91,AMZN,88.91980827232574,88.6534146197243,-55.305039787798385,45.63884880486352,4.0,90.38,88.15,88.81,89.63,89.63,90.23
2019-08-20,90.72,90.84,89.99,90.07,38590000.0,90.3,AMZN,88.95848833675424,88.87581539293247,-64.74530831099206,43.57207444013426,4.0,90.38,88.81,89.63,89.63,89.63,87.48
2019-08-21,90.97,91.48,90.75,91.18,40636000.0,91.14,AMZN,89.28356823693827,89.46477592070089,-23.36065573770466,47.418582254566886,4.0,90.38,89.63,89.63,89.63,90.81,87.48
2019-08-22,91.4,91.47,90.0,90.23,53070000.0,90.57,AMZN,89.32500925997535,89.60272135123958,-34.66042154566724,44.61545283463652,4.0,89.25,89.63,89.63,90.81,90.07,87.48
2019-08-23,89.65,90.25,87.26,87.48,105416000.0,88.33,AMZN,88.687780352657,88.76742678473178,-95.05617977528091,37.67292408613739,4.0,91.22,89.63,90.81,90.07,91.18,88.44
2019-08-24,89.65,90.25,87.26,87.48,105416000.0,88.33,AMZN,88.687780352657,88.76742678473178,-95.05617977528091,37.67292408613739,4.0,88.15,90.81,90.07,91.18,90.23,88.09
2019-08-25,89.65,90.25,87.26,87.48,105416000.0,88.33,AMZN,88.687780352657,88.76742678473178,-95.05617977528091,37.67292408613739,4.0,88.81,90.07,91.18,90.23,87.48,88.21
2019-08-26,88.35,88.5,87.18,88.44,61600000.0,88.04,AMZN,88.42661232266842,88.49742425411071,-72.18543046357628,41.117545590936906,4.0,89.63,91.18,90.23,87.48,87.48,89.32
2019-08-27,88.79,88.97,87.33,88.09,60394000.0,88.13,AMZN,88.14357300551843,88.1978002786993,-79.91169977924947,40.244272000323896,4.0,89.63,90.23,87.48,87.48,87.48,88.81
2019-08-28,87.75,88.39,87.2,88.21,48394000.0,87.94,AMZN,87.95989328720547,88.04023781900149,-76.6439909297055,40.70922404620873,4.0,89.63,87.48,87.48,87.48,88.44,88.81
2019-08-29,89.15,89.93,88.86,89.32,60302000.0,89.37,AMZN,88.1026424181223,88.33458868992928,-51.47392290249461,44.97424389159784,4.0,90.81,87.48,87.48,88.44,88.09,88.81
2019-08-30,89.87,89.99,88.23,88.81,61174000.0,89.01,AMZN,88.10457145568878,88.39964869716296,-63.038548752834544,43.42848936891909,4.0,90.07,87.48,88.44,88.09,88.21,88.81
2019-08-31,89.87,89.99,88.23,88.81,61174000.0,89.01,AMZN,88.10457145568878,88.39964869716296,-63.038548752834544,43.42848936891909,4.0,91.18,88.44,88.09,88.21,89.32,89.49
2019-09-01,89.87,89.99,88.23,88.81,61174000.0,89.01,AMZN,88.10457145568878,88.39964869716296,-63.038548752834544,43.42848936891909,4.0,90.23,88.09,88.21,89.32,88.81,90.03
2019-09-02,89.87,89.99,88.23,88.81,61174000.0,89.01,AMZN,88.10457145568878,88.39964869716296,-63.038548752834544,43.42848936891909,4.0,87.48,88.21,89.32,88.81,88.81,92.04
2019-09-03,88.5,90.04,88.4,89.49,70860000.0,89.31,AMZN,88.28780577358202,88.70383194638205,-46.2790697674421,46.089072766040616,4.0,87.48,89.32,88.81,88.81,88.81,91.68
2019-09-04,90.25,90.38,89.81,90.03,46482000.0,90.07,AMZN,88.58120744749147,89.13493580425259,-33.720930232558224,48.17356354983332,4.0,87.48,88.81,88.81,88.81,88.81,91.68
2019-09-05,91.1,92.1,90.78,92.04,66216000.0,91.64,AMZN,89.32760768349472,90.16915790155507,-1.2195121951217116,55.12832780181213,4.0,88.44,88.81,88.81,88.81,89.49,91.68
2019-09-06,91.91,92.03,91.32,91.68,49938000.0,91.68,AMZN,89.8468575019417,90.82062002400183,-8.536585365853426,53.737417938882075,4.0,88.09,88.81,88.81,89.49,90.03,91.57
2019-09-07,91.91,92.03,91.32,91.68,49938000.0,91.68,AMZN,89.8468575019417,90.82062002400183,-8.536585365853426,53.737417938882075,4.0,88.21,88.81,89.49,90.03,92.04,91.03
2019-09-08,91.91,92.03,91.32,91.68,49938000.0,91.68,AMZN,89.8468575019417,90.82062002400183,-8.536585365853426,53.737417938882075,4.0,89.32,89.49,90.03,92.04,91.68,91.15
2019-09-09,92.05,92.5,91.23,91.57,59990000.0,91.77,AMZN,90.24208323220736,91.26306632036511,-17.481203007518946,53.29494667872475,4.0,88.81,90.03,92.04,91.68,91.68,92.18
2019-09-10,91.14,91.29,90.27,91.03,52278000.0,90.86,AMZN,90.4281490788121,91.39324787804055,-27.631578947368435,51.07176528177932,4.0,88.81,92.04,91.68,91.68,91.68,91.97
2019-09-11,90.61,91.67,90.45,91.15,48656000.0,91.09,AMZN,90.6084714421941,91.51709420923285,-25.375939849623986,51.555387807610224,4.0,88.81,91.68,91.68,91.68,91.57,91.97
2019-09-12,91.88,92.68,91.71,92.18,56470000.0,92.19,AMZN,91.0098963028287,91.9533831938851,-9.090909090909092,55.61105627824297,4.0,88.81,91.68,91.68,91.57,91.03,91.97
2019-09-13,92.1,92.31,91.76,91.97,39426000.0,92.01,AMZN,91.27994615276616,92.18964197131291,-12.909090909091054,54.60728605282567,4.0,89.49,91.68,91.57,91.03,91.15,90.39
2019-09-14,92.1,92.31,91.76,91.97,39426000.0,92.01,AMZN,91.27994615276616,92.18964197131291,-12.909090909091054,54.60728605282567,4.0,90.03,91.57,91.03,91.15,92.18,91.13
2019-09-15,92.1,92.31,91.76,91.97,39426000.0,92.01,AMZN,91.27994615276616,92.18964197131291,-12.909090909091054,54.60728605282567,4.0,92.04,91.03,91.15,92.18,91.97,90.87
2019-09-16,91.2,91.28,90.01,90.39,73510000.0,90.56,AMZN,91.10180677511444,91.7953022478397,-41.788321167883296,47.639947489027485,4.0,91.68,91.15,92.18,91.97,91.97,91.07
2019-09-17,90.35,91.2,90.21,91.13,39648000.0,90.84,AMZN,91.13952774434291,91.73928678812578,-28.2846715328469,50.80579220637874,4.0,91.68,92.18,91.97,91.97,91.97,89.71
2019-09-18,90.85,91.1,89.78,90.87,50112000.0,90.58,AMZN,91.10297989021953,91.59170707613536,-40.67415730337081,49.66946007674574,4.0,91.68,91.97,91.97,91.97,90.39,89.71
2019-09-19,91.05,91.63,90.89,91.07,40630000.0,91.2,AMZN,91.12116430396297,91.53790595789496,-36.179775280899165,50.585030845323125,4.0,91.57,91.97,91.97,90.39,91.13,89.71
2019-09-20,91.09,91.53,89.05,89.71,106838000.0,90.1,AMZN,90.7954243426598,91.01187719704618,-69.39252336448627,44.63850191217617,4.0,91.03,91.97,90.39,91.13,90.87,89.26
2019-09-21,91.09,91.53,89.05,89.71,106838000.0,90.1,AMZN,90.7954243426598,91.01187719704618,-69.39252336448627,44.63850191217617,4.0,91.15,90.39,91.13,90.87,91.07,87.08
2019-09-22,91.09,91.53,89.05,89.71,106838000.0,90.1,AMZN,90.7954243426598,91.01187719704618,-69.39252336448627,44.63850191217617,4.0,92.18,91.13,90.87,91.07,89.71,88.42
2019-09-23,88.85,89.64,88.37,89.26,58446000.0,89.09,AMZN,90.41946100563369,90.45245867868407,-79.35034802784222,42.84381799226142,4.0,91.97,90.87,91.07,89.71,89.71,86.99
2019-09-24,89.53,89.79,86.78,87.08,92320000.0,87.88,AMZN,89.57388034794505,89.2699609515294,-94.9152542372882,35.415359819288696,4.0,91.97,91.07,89.71,89.71,89.71,86.27
2019-09-25,87.37,88.65,86.15,88.42,69864000.0,87.74,AMZN,89.22793078109544,88.8568098667225,-65.23736600306286,42.06481279965762,4.0,91.97,89.71,89.71,89.71,89.26,86.27
2019-09-26,88.14,88.17,86.57,86.99,70736000.0,87.25,AMZN,88.59780989255336,88.06179711442304,-87.13629402756526,37.61415771556656,4.0,90.39,89.71,89.71,89.26,87.08,86.27
2019-09-27,87.4,87.46,85.69,86.27,78144000.0,86.47,AMZN,87.91673580484749,87.2326266231549,-91.70243204577973,35.573310898232094,4.0,91.13,89.71,89.26,87.08,88.42,86.8
2019-09-28,87.4,87.46,85.69,86.27,78144000.0,86.47,AMZN,87.91673580484749,87.2326266231549,-91.70243204577973,35.573310898232094,4.0,90.87,89.26,87.08,88.42,86.99,86.78
2019-09-29,87.4,87.46,85.69,86.27,78144000.0,86.47,AMZN,87.91673580484749,87.2326266231549,-91.70243204577973,35.573310898232094,4.0,91.07,87.08,88.42,86.99,86.27,85.66
2019-09-30,86.35,86.87,85.46,86.8,52894000.0,86.38,AMZN,87.50780929799555,86.82054010079585,-81.44044321329639,38.23014071057933,4.0,89.71,88.42,86.99,86.27,86.27,86.22
2019-10-01,87.3,87.78,86.42,86.78,61690000.0,86.99,AMZN,87.18309900088462,86.5337191631936,-81.71745152354563,38.16617968446566,4.0,89.71,86.99,86.27,86.27,86.27,86.98
2019-10-02,86.39,86.44,85.25,85.66,66022000.0,85.79,AMZN,86.65328372881672,85.95805003897567,-94.19263456090657,34.66822745916963,4.0,89.71,86.27,86.27,86.27,86.8,86.98
2019-10-03,85.65,86.25,84.25,86.22,69364000.0,85.57,AMZN,86.37705299150672,85.75357672811018,-73.30623306233062,37.7407410854335,4.0,89.26,86.27,86.27,86.8,86.78,86.98
2019-10-04,86.3,87.03,85.96,86.98,49438000.0,86.66,AMZN,86.35593651785598,85.89879888719817,-63.00813008130074,41.74491959910637,4.0,87.08,86.27,86.8,86.78,85.66,86.63
2019-10-05,86.3,87.03,85.96,86.98,49438000.0,86.66,AMZN,86.35593651785598,85.89879888719817,-63.00813008130074,41.74491959910637,4.0,88.42,86.8,86.78,85.66,86.22,85.28
2019-10-06,86.3,87.03,85.96,86.98,49438000.0,86.66,AMZN,86.35593651785598,85.89879888719817,-63.00813008130074,41.74491959910637,4.0,86.99,86.78,85.66,86.22,86.98,86.1
2019-10-07,86.58,87.39,86.18,86.63,43094000.0,86.74,AMZN,86.26405905066312,85.91666523067136,-67.75067750677512,40.45454461135985,4.0,86.27,85.66,86.22,86.98,86.98,86.01
2019-10-08,86.12,86.35,85.25,85.28,50840000.0,85.63,AMZN,85.8655544810709,85.48640590626854,-86.0433604336043,35.85126647003314,4.0,86.27,86.22,86.98,86.98,86.98,86.6
2019-10-09,85.98,86.5,85.72,86.1,40870000.0,86.11,AMZN,85.75991230246927,85.47666189731136,-74.58791208791217,40.29526057872687,4.0,86.27,86.98,86.98,86.98,86.63,86.6
2019-10-10,86.26,86.91,85.69,86.01,51504000.0,86.2,AMZN,85.66420929183127,85.46483103511689,-68.23104693140789,39.96798695645633,4.0,86.8,86.98,86.98,86.63,85.28,86.6
2019-10-11,87.15,87.27,86.49,86.6,65100000.0,86.79,AMZN,85.74531753198616,85.6864807052356,-57.581227436823255,43.223502817210644,4.0,86.78,86.98,86.63,85.28,86.1,86.82
2019-10-12,87.15,87.27,86.49,86.6,65100000.0,86.79,AMZN,85.74531753198616,85.6864807052356,-57.581227436823255,43.223502817210644,4.0,85.66,86.63,85.28,86.1,86.01,88.37
2019-10-13,87.15,87.27,86.49,86.6,65100000.0,86.79,AMZN,85.74531753198616,85.6864807052356,-57.581227436823255,43.223502817210644,4.0,86.22,85.28,86.1,86.01,86.6,88.87
2019-10-14,86.45,87.09,86.1,86.82,38204000.0,86.67,AMZN,85.87618874291161,85.95103832733957,-41.59090909090932,44.43355711218649,4.0,86.98,86.1,86.01,86.6,86.6,89.37
2019-10-15,87.11,88.82,87.03,88.37,62234000.0,88.07,AMZN,86.37704420813274,86.7076412868859,-9.846827133478978,52.16829843089752,4.0,86.98,86.01,86.6,86.6,86.6,87.88
2019-10-16,88.67,89.31,88.53,88.87,55268000.0,88.9,AMZN,86.91311708275427,87.4605522733064,-8.695652173912995,54.3745902997364,4.0,86.98,86.6,86.6,86.6,86.82,87.88
2019-10-17,89.82,89.94,89.1,89.37,52948000.0,89.47,AMZN,87.47500084933213,88.20211123456632,-10.017574692442768,56.533746328659525,4.0,86.63,86.6,86.6,86.82,88.37,87.88
2019-10-18,89.39,89.7,87.46,87.88,67250000.0,88.34,AMZN,87.55988241890692,88.23272709692239,-36.20386643233749,49.07987866787547,4.0,85.28,86.6,86.82,88.37,88.87,89.28
2019-10-19,89.39,89.7,87.46,87.88,67250000.0,88.34,AMZN,87.55988241890692,88.23272709692239,-36.20386643233749,49.07987866787547,4.0,86.1,86.82,88.37,88.87,89.37,88.29
2019-10-20,89.39,89.7,87.46,87.88,67250000.0,88.34,AMZN,87.55988241890692,88.23272709692239,-36.20386643233749,49.07987866787547,4.0,86.01,88.37,88.87,89.37,87.88,88.11
2019-10-21,88.48,89.29,88.25,89.28,42608000.0,88.94,AMZN,87.97777333260697,88.73453560920599,-11.599297012302229,55.073666177767706,4.0,86.6,88.87,89.37,87.88,87.88,89.04
2019-10-22,89.41,89.49,88.1,88.29,42234000.0,88.63,AMZN,88.06840653742869,88.75381297215742,-28.998242530755576,50.542974086265154,4.0,86.6,89.37,87.88,87.88,87.88,88.07
2019-10-23,88.07,88.5,87.1,88.11,42764000.0,87.9,AMZN,88.09562158394048,88.69155761618,-39.01918976545841,49.74173253653379,4.0,86.6,87.88,87.88,87.88,89.28,88.07
2019-10-24,88.55,89.42,88.01,89.04,88922000.0,88.82,AMZN,88.34778539071706,88.95655856656236,-19.189765458422002,53.81548109433296,4.0,86.82,87.88,87.88,89.28,88.29,88.07
2019-10-25,84.88,88.21,84.75,88.07,192528000.0,87.01,AMZN,88.30807224308317,88.80393269640464,-36.03082851637775,49.32467400855673,4.0,88.37,87.88,89.28,88.29,88.11,88.85
2019-10-26,84.88,88.21,84.75,88.07,192528000.0,87.01,AMZN,88.30807224308317,88.80393269640464,-36.03082851637775,49.32467400855673,4.0,88.87,89.28,88.29,88.11,89.04,88.14
2019-10-27,84.88,88.21,84.75,88.07,192528000.0,87.01,AMZN,88.30807224308317,88.80393269640464,-36.03082851637775,49.32467400855673,4.0,89.37,88.29,88.11,89.04,88.07,89.0
2019-10-28,87.4,88.93,87.13,88.85,74178000.0,88.3,AMZN,88.46814419453891,88.9488040281457,-21.001926782273678,52.73989936326142,4.0,87.88,88.11,89.04,88.07,88.07,88.83
2019-10-29,88.74,88.85,87.79,88.14,45538000.0,88.26,AMZN,88.41845345239605,88.79789818120247,-34.682080924855455,49.47156208232976,4.0,87.88,89.04,88.07,88.07,88.07,89.57
2019-10-30,88.01,89.12,87.96,89.0,48988000.0,88.69,AMZN,88.59022434469951,88.97371319703842,-18.111753371868943,53.250657553803165,4.0,87.88,88.07,88.07,88.07,88.85,89.57
2019-10-31,88.8,89.6,88.57,88.83,55624000.0,89.0,AMZN,88.68421715990166,89.03601187727516,-21.387283236994218,52.416108404404945,4.0,89.28,88.07,88.07,88.85,88.14,89.57
2019-11-01,89.4,89.87,89.26,89.57,55808000.0,89.57,AMZN,88.94158568047749,89.33026301147089,-7.129094412331498,55.67271681294339,4.0,88.29,88.07,88.85,88.14,89.0,90.23
2019-11-02,89.4,89.87,89.26,89.57,55808000.0,89.57,AMZN,88.94158568047749,89.33026301147089,-7.129094412331498,55.67271681294339,4.0,88.11,88.85,88.14,89.0,88.83,90.09
2019-11-03,89.4,89.87,89.26,89.57,55808000.0,89.57,AMZN,88.94158568047749,89.33026301147089,-7.129094412331498,55.67271681294339,4.0,89.04,88.14,89.0,88.83,89.57,89.79
2019-11-04,90.05,90.75,90.05,90.23,55438000.0,90.35,AMZN,89.3103365127237,89.76981199788813,-8.6666666666666,58.40687733608186,4.0,88.07,89.0,88.83,89.57,89.57,89.41
2019-11-05,90.46,90.51,89.7,90.09,37710000.0,90.1,AMZN,89.56881448871802,90.03651797736478,-10.999999999999943,57.59533904351735,4.0,88.07,88.83,89.57,89.57,89.57,89.29
2019-11-06,90.05,90.13,89.43,89.79,40596000.0,89.78,AMZN,89.69755902199876,90.11522750922612,-15.999999999999895,55.805955336011095,4.0,88.07,89.57,89.57,89.57,90.23,89.29
2019-11-07,90.19,90.29,89.17,89.41,53022000.0,89.63,AMZN,89.70132608882741,90.02446196591414,-22.333333333333393,53.537043858567735,4.0,88.85,89.57,89.57,90.23,90.09,89.29
2019-11-08,89.39,89.49,88.7,89.29,42466000.0,89.16,AMZN,89.66910977744402,89.89861290059335,-24.33333333333323,52.80689738938148,4.0,88.14,89.57,90.23,90.09,89.79,88.58
2019-11-09,89.39,89.49,88.7,89.29,42466000.0,89.16,AMZN,89.66910977744402,89.89861290059335,-24.33333333333323,52.80689738938148,4.0,89.0,90.23,90.09,89.79,89.41,88.9
2019-11-10,89.39,89.49,88.7,89.29,42466000.0,89.16,AMZN,89.66910977744402,89.89861290059335,-24.33333333333323,52.80689738938148,4.0,88.83,90.09,89.79,89.41,89.29,87.66
2019-11-11,88.9,89.0,88.36,88.58,38920000.0,88.65,AMZN,89.46146090751702,89.54283549324416,-36.1666666666667,48.58489337218579,4.0,89.57,89.79,89.41,89.29,89.29,87.73
2019-11-12,88.73,89.31,88.6,88.9,40752000.0,88.94,AMZN,89.36946756241602,89.37739652839073,-30.83333333333324,50.505597157204505,4.0,89.57,89.41,89.29,89.29,89.29,86.97
2019-11-13,88.67,88.75,87.37,87.66,59790000.0,87.92,AMZN,88.98340202654165,88.81382019351419,-51.50000000000006,43.69401505603084,4.0,89.57,89.29,89.29,89.29,88.58,86.97
2019-11-14,87.57,88.33,87.48,87.73,45296000.0,87.85,AMZN,88.68731898801303,88.41270553432076,-83.42541436464067,44.151922549593976,4.0,90.23,89.29,89.29,88.58,88.9,86.97
2019-11-15,88.0,88.08,86.64,86.97,78552000.0,87.23,AMZN,88.25875316817577,87.84892108588575,-91.97080291970808,40.31816870701616,4.0,90.09,89.29,88.58,88.9,87.66,87.63
2019-11-16,88.0,88.08,86.64,86.97,78552000.0,87.23,AMZN,88.25875316817577,87.84892108588575,-91.97080291970808,40.31816870701616,4.0,89.79,88.58,88.9,87.66,87.73,87.64
2019-11-17,88.0,88.08,86.64,86.97,78552000.0,87.23,AMZN,88.25875316817577,87.84892108588575,-91.97080291970808,40.31816870701616,4.0,89.41,88.9,87.66,87.73,86.97,87.28
2019-11-18,86.92,87.68,86.14,87.63,56790000.0,87.15,AMZN,88.07820811828597,87.66325923119649,-67.67895878524956,44.800698777420386,4.0,89.29,87.66,87.73,86.97,86.97,86.74
2019-11-19,87.85,88.03,87.15,87.64,45416000.0,87.61,AMZN,87.93711946982143,87.53788117170093,-67.46203904555314,44.86826404270843,4.0,89.29,87.73,86.97,86.97,86.97,87.29
2019-11-20,87.46,88.13,86.71,87.28,55800000.0,87.37,AMZN,87.73626409440016,87.32942235677572,-75.27114967462037,42.835526984717035,4.0,89.29,86.97,86.97,86.97,87.63,87.29
2019-11-21,87.15,87.34,86.52,86.74,53258000.0,86.87,AMZN,87.4428880285166,86.99657345210657,-86.98481561822138,39.91441849675728,4.0,88.58,86.97,86.97,87.63,87.64,87.29
2019-11-22,86.95,87.32,86.55,87.29,49582000.0,87.05,AMZN,87.34692310741266,86.95252739353556,-73.68421052631568,44.09599554582831,4.0,88.9,86.97,87.63,87.64,87.28,88.69
2019-11-23,86.95,87.32,86.55,87.29,49582000.0,87.05,AMZN,87.34692310741266,86.95252739353556,-73.68421052631568,44.09599554582831,4.0,87.66,87.63,87.64,87.28,86.74,89.85
2019-11-24,86.95,87.32,86.55,87.29,49582000.0,87.05,AMZN,87.34692310741266,86.95252739353556,-73.68421052631568,44.09599554582831,4.0,87.73,87.64,87.28,86.74,87.29,90.93
2019-11-25,87.66,88.87,87.66,88.69,69724000.0,88.41,AMZN,87.62227526698503,87.42282894602693,-38.55421686747003,53.052392428400395,4.0,86.97,87.28,86.74,87.29,87.29,90.93
2019-11-26,89.0,89.85,88.92,89.85,63624000.0,89.54,AMZN,88.13678821765077,88.19236297713367,-10.60240963855449,58.924427896919866,4.0,86.97,86.74,87.29,87.29,87.29,90.04
2019-11-27,90.05,91.22,89.87,90.93,60512000.0,90.67,AMZN,88.82250171005924,89.15166627360321,-5.708661417322681,63.501620960598444,4.0,86.97,87.29,87.29,87.29,88.69,90.04
2019-11-28,90.05,91.22,89.87,90.93,60512000.0,90.67,AMZN,88.82250171005924,89.15166627360321,-5.708661417322681,63.501620960598444,4.0,87.63,87.29,87.29,88.69,89.85,90.04
2019-11-29,90.89,91.23,90.04,90.04,38468000.0,90.44,AMZN,89.15350425840057,89.5569796456853,-23.3791748526522,57.78688907459169,4.0,87.64,87.29,88.69,89.85,90.93,89.08
2019-11-30,90.89,91.23,90.04,90.04,38468000.0,90.44,AMZN,89.15350425840057,89.5569796456853,-23.3791748526522,57.78688907459169,4.0,87.28,88.69,89.85,90.93,90.93,88.5
