date,open,high,low,close,volume,vwap,symbol,sma,ema,wma,dema,tema,williams,rsi,adx,ratingScore,minus_10_price,minus_5_price,minus_4_price,minus_3_price,minus_2_price,target
2019-07-11,203.26,203.8,200.21,201.23,13678457.0,202.125,META,194.5192857142857,194.77267606225305,196.6227619047619,200.55902327344876,202.20683400645183,-15.585203153426441,104.90087916942487,99.62451826213041,4.0,193.0,196.4,196.4,195.76,199.21,204.87
2019-07-12,199.68,205.3,199.16,204.87,15366272.0,202.2525,META,195.5,196.1189859206193,198.00285714285718,202.30062204757303,204.07130840983268,-2.3902167871039834,104.11680343201209,97.9448458430204,4.0,195.0,196.4,195.76,199.21,202.73,203.91
2019-07-13,199.68,205.3,199.16,204.87,15366272.0,202.2525,META,195.5,196.1189859206193,198.00285714285718,202.30062204757303,204.07130840983268,-2.3902167871039834,104.11680343201209,97.9448458430204,4.0,197.2,195.76,199.21,202.73,201.23,203.84
2019-07-14,199.68,205.3,199.16,204.87,15366272.0,202.2525,META,195.5,196.1189859206193,198.00285714285718,202.30062204757303,204.07130840983268,-2.3902167871039834,104.11680343201209,97.9448458430204,4.0,197.2,199.21,202.73,201.23,204.87,201.8
2019-07-15,204.25,205.33,201.82,203.91,16030335.0,203.8275,META,196.30785714285716,197.15778779787007,199.12419047619048,203.41550073484729,205.01602881749264,-7.880133185349695,99.59136921744415,96.38588125229282,4.0,196.4,202.73,201.23,204.87,204.87,200.78
2019-07-16,203.89,205.47,203.1,203.84,12132720.0,204.075,META,197.37928571428571,198.04874942482073,200.12847619047616,204.24426738022487,205.57748940115425,-8.975770925110108,99.2526086509527,94.94193669163636,4.0,196.4,201.23,204.87,204.87,204.87,198.36
2019-07-17,204.18,204.36,201.59,201.8,12083714.0,202.9825,META,198.3892857142857,198.54891616817798,200.71790476190478,204.35184290710453,205.16705627096266,-21.337209302325522,89.67893936292644,93.29469669337755,4.0,196.4,204.87,204.87,204.87,203.91,198.36
2019-07-18,200.15,202.47,199.38,200.78,11956554.0,200.695,META,199.195,198.84639401242092,201.03666666666672,204.13341131783446,204.39280805746688,-30.199613650998053,85.25110665443977,91.31130743667367,4.0,195.76,204.87,204.87,203.91,203.84,198.36
2019-07-19,202.18,202.33,198.07,198.36,12098262.0,200.235,META,199.5778571428571,198.78154147743146,200.92533333333336,203.307417611799,202.87257243790722,-52.511078286558266,75.7011169003066,89.19703571392884,4.0,199.21,204.87,203.91,203.84,201.8,202.32
2019-07-20,202.18,202.33,198.07,198.36,12098262.0,200.235,META,199.5778571428571,198.78154147743146,200.92533333333336,203.307417611799,202.87257243790722,-52.511078286558266,75.7011169003066,89.19703571392884,4.0,202.73,203.91,203.84,201.8,200.78,202.36
